city,lat,lng,country,code,population
San Diego,32.8312,-117.1225,United States,USA,3181172
Changchun,43.865,125.34,China,CHN,3183000
Cape Town,-33.92,18.435,South Africa,ZAF,3215000
Nagoya,35.155,136.915,Japan,JPN,3230000
Athens,37.9833,23.7333,Greece,GRC,3242000
Kabul,34.5167,69.1833,Afghanistan,AFG,3277000
Medellin,6.275,-75.575,Colombia,COL,3297000
Pyongyang,39.0194,125.7547,"Korea, North",PRK,3300000
Rome,41.896,12.4833,Italy,ITA,3339000
Algiers,36.7631,3.0506,Algeria,DZA,3354000
Berlin,52.5218,13.4015,Germany,DEU,3406000
Johannesburg,-26.17,28.03,South Africa,ZAF,3435000
Busan,35.0951,129.01,"Korea, South",KOR,3480000
Salvador,-12.97,-38.48,Brazil,BRA,3484000
Detroit,42.3834,-83.1024,United States,USA,3520589
Zhangzhou,24.5204,117.67,China,CHN,3531147
Seattle,47.6217,-122.3238,United States,USA,3541236
San Francisco,37.7561,-122.4429,United States,USA,3548847
Fortaleza,-3.75,-38.58,Brazil,BRA,3602319
Harbin,45.75,126.65,China,CHN,3621000
Recife,-8.0756,-34.9156,Brazil,BRA,3651000
Guiyang,26.58,106.72,China,CHN,3662000
Montreal,45.5,-73.5833,Canada,CAN,3678000
Nanjing,32.05,118.78,China,CHN,3679000
Yokohama,35.32,139.58,Japan,JPN,3697894
Monterrey,25.67,-100.33,Mexico,MEX,3712000
Ankara,39.9272,32.8644,Turkey,TUR,3716000
Brasilia,-15.7833,-47.9161,Brazil,BRA,3716996
Abidjan,5.32,-4.04,C����,CIV,3802000
Hechi,23.0965,109.6091,China,CHN,3830000
Surat,21.2,72.84,India,IND,3842000
Porto Alegre,-30.05,-51.2,Brazil,BRA,3917000
Xian,34.275,108.895,China,CHN,4009000
Phoenix,33.5722,-112.0891,United States,USA,4054083
Rangoon,16.7834,96.1667,Burma,MMR,4088000
Chengdu,30.67,104.07,China,CHN,4123000
Alexandria,31.2,29.95,Egypt,EGY,4165000
Melbourne,-37.82,144.975,Australia,AUS,4170000
Guadalajara,20.67,-103.33,Mexico,MEX,4198000
Hanoi,21.0333,105.85,Vietnam,VNM,4378000
Riyadh,24.6408,46.7727,Saudi Arabia,SAU,4465000
Dongguan,23.0489,113.7447,China,CHN,4528000
Chittagong,22.33,91.8,Bangladesh,BGD,4529000
St. Petersburg,59.939,30.316,Russia,RUS,4553000
Boston,42.3189,-71.0838,United States,USA,4556916
Sydney,-33.92,151.1852,Australia,AUS,4630000
Pune,18.53,73.85,India,IND,4672000
Khartoum,15.5881,32.5342,Sudan,SDN,4754000
Shenyeng,41.805,123.45,China,CHN,4787000
Haora,22.5804,88.3299,India,IND,4841638
Barcelona,41.3833,2.1834,Spain,ESP,4920000
Baghdad,33.3386,44.3939,Iraq,IRQ,5054000
Atlanta,33.7627,-84.4231,United States,USA,5080712
Luanda,-8.8383,13.2344,Angola,AGO,5172900
Singapore,1.293,103.8558,Singapore,SGP,5183700
Washington,38.9047,-77.0163,United States,USA,5191844
Toronto,43.7,-79.42,Canada,CAN,5213000
Ho Chi Minh City,10.78,106.695,Vietnam,VNM,5314000
Ahmedabad,23.0301,72.58,India,IND,5375000
Houston,29.7871,-95.3936,United States,USA,5424720
Madrid,40.4,-3.6834,Spain,ESP,5567000
Belo Horizonte,-19.915,-43.915,Brazil,BRA,5575000
Philadelphia,40.0076,-75.134,United States,USA,5591554
Dallas,32.7938,-96.7659,United States,USA,5634307
Santiago,-33.45,-70.667,Chile,CHL,5720000
Miami,25.784,-80.2102,United States,USA,6247425
Hyderabad,17.4,78.48,India,IND,6376000
Chongqing,29.565,106.595,China,CHN,6461000
Lahore,31.56,74.35,Pakistan,PAK,6577000
Bangkok,13.75,100.5166,Thailand,THA,6704000
Bangalore,12.97,77.56,India,IND,6787000
Taipei,25.0358,121.5683,Taiwan,TWN,6900273
Chennai,13.09,80.28,India,IND,7163000
Tianjin,39.13,117.2,China,CHN,7180000
Hong Kong,22.305,114.185,Hong Kong,HKG,7206000
Wuhan,30.58,114.27,China,CHN,7243000
Shenzhen,22.5524,114.1221,China,CHN,7581000
Bogota,4.5964,-74.0833,Colombia,COL,7772000
Kinshasa,-4.3297,15.315,Congo (Kinshasa),COD,7843000
Tehran,35.6719,51.4243,Iran,IRN,7873000
Lima,-12.048,-77.0501,Peru,PER,8012000
London,51.5,-0.1167,United Kingdom,GBR,8567000
Chicago,41.8373,-87.6861,United States,USA,8639278
Guangzhou,23.145,113.325,China,CHN,8829000
Jakarta,-6.1744,106.8294,Indonesia,IDN,9125000
Lagos,6.4433,3.3915,Nigeria,NGA,9466000
Seoul,37.5663,126.9997,"Korea, South",KOR,9796000
Paris,48.8667,2.3333,France,FRA,9904000
Istanbul,41.105,29.01,Turkey,TUR,10061000
Moscow,55.7522,37.6155,Russia,RUS,10452000
Manila,14.6042,120.9822,Philippines,PHL,11100000
Beijing,39.9289,116.3883,China,CHN,11106000
Osaka,34.75,135.4601,Japan,JPN,11294000
Rio de Janeiro,-22.925,-43.225,Brazil,BRA,11748000
Cairo,30.05,31.25,Egypt,EGY,11893000
Karachi,24.87,66.99,Pakistan,PAK,12130000
Los Angeles,34.114,-118.4068,United States,USA,12740381
Buenos Aires,-34.6025,-58.3975,Argentina,ARG,12795000
Dhaka,23.7231,90.4086,Bangladesh,BGD,12797394
Kolkata,22.495,88.3247,India,IND,14787000
Shanghai,31.2165,121.4365,China,CHN,14987000
Delhi,28.67,77.23,India,IND,15926000
Sao Paulo,-23.5587,-46.625,Brazil,BRA,18845000
Mumbai,19.017,72.857,India,IND,18978000
Mexico City,19.4424,-99.131,Mexico,MEX,19028000
New York,40.6943,-73.9249,United States,USA,19164071
Tokyo,35.685,139.7514,Japan,JPN,35676000
